cyclone_name,year,province,province_psgc,category,category_ordinal,total_houses,province_housing_units,province_households,structural_vuln_frac,unimproved_water_frac,damage_rate,affected,deaths,houses_damaged,houses_destroyed
Phanfone,2019,Aklan,PH060400000,Strong typhoon,3,115423,132784,133679,0.4936,0.0925,0.9144,510342,8,105539,9884
Phanfone,2019,Antique,PH060600000,Strong typhoon,3,16179,128753,129771,0.5388,0.1886,0.6838,81642,0,11064,5115
Phanfone,2019,Biliran,PH087800000,Strong typhoon,3,27277,38105,38518,0.4685,0.0367,0.8895,118852,2,24264,3013
Phanfone,2019,Capiz,PH061900000,Strong typhoon,3,82661,178303,179983,0.5324,0.1154,0.8275,625921,5,68404,14257
Phanfone,2019,Cebu,PH072200000,Strong typhoon,3,26287,1058512,1077180,0.395,0.0779,0.7998,131435,1,21025,5262
Phanfone,2019,Dinagat Islands,PH168500000,Strong typhoon,3,0,27902,28557,0.5835,0.094,0.0,1228,0,0,0
Phanfone,2019,Eastern Samar,PH082600000,Strong typhoon,3,92273,105653,106292,0.6288,0.1017,0.4568,230861,5,42148,50125
Phanfone,2019,Iloilo,PH063000000,Strong typhoon,3,29970,524258,530649,0.503,0.1004,0.829,273971,16,24846,5124
Phanfone,2019,Leyte,PH083700000,Strong typhoon,3,131732,451667,455889,0.5322,0.0808,0.9464,772162,9,124672,7060
Phanfone,2019,Marinduque,PH174000000,Strong typhoon,3,0,54341,54508,0.3564,0.0763,0.0,7,0,0,0
Phanfone,2019,Occidental Mindoro,PH175100000,Strong typhoon,3,24959,110275,111714,0.4695,0.0883,0.8109,119037,4,20240,4719
Phanfone,2019,Oriental Mindoro,PH175200000,Strong typhoon,3,7178,188988,190763,0.4002,0.1714,0.7775,19214,5,5581,1597
Phanfone,2019,Romblon,PH175900000,Strong typhoon,3,3178,67971,68362,0.4938,0.1383,0.7467,17059,0,2373,805
Phanfone,2019,Samar,PH086000000,Strong typhoon,3,47668,162886,165264,0.6584,0.116,0.9175,395023,1,43737,3931
Phanfone,2019,Southern Leyte,PH086400000,Strong typhoon,3,0,92405,92836,0.4088,0.0588,0.0,0,1,0,0
Phanfone,2019,Surigao del Norte,PH166700000,Strong typhoon,3,0,106660,108814,0.4934,0.0773,0.0,123,0,0,0
Goni,2020,Albay,PH050500000,Violent typhoon,5,76274,275601,277091,0.3791,0.0926,0.7732,474401,0,58975,17299
Goni,2020,Apayao,PH148100000,Violent typhoon,5,2,25418,25560,0.4634,0.2828,1.0,440,0,2,0
Goni,2020,Aurora,PH037700000,Violent typhoon,5,0,49066,49410,0.4004,0.0823,0.0,13602,0,0,0
Goni,2020,Bataan,PH030800000,Violent typhoon,5,0,170152,173212,0.1275,0.0695,0.0,11549,0,0,0
Goni,2020,Batangas,PH041000000,Violent typhoon,5,5928,597758,613825,0.1329,0.0416,0.9281,83703,0,5502,426
Goni,2020,Benguet,PH141100000,Violent typhoon,5,0,193848,196825,0.0649,0.2411,0.0,11,0,0,0
Goni,2020,Bulacan,PH031400000,Violent typhoon,5,0,741737,760964,0.0931,0.0168,0.0,80507,0,0,0
Goni,2020,Camarines Norte,PH051600000,Violent typhoon,5,1050,128679,129994,0.4591,0.1341,0.8895,38736,0,934,116
Goni,2020,Camarines Sur,PH051700000,Violent typhoon,5,24817,396642,400615,0.478,0.102,0.8152,169773,0,20232,4585
Goni,2020,Catanduanes,PH052000000,Violent typhoon,5,35105,53482,53814,0.4668,0.0861,0.6289,204229,0,22076,13029
Goni,2020,Cavite,PH042100000,Violent typhoon,5,1,851871,877743,0.1109,0.0265,1.0,12874,0,1,0
Goni,2020,Ifugao,PH142700000,Violent typhoon,5,0,43217,43281,0.4509,0.374,0.0,23,0,0,0
Goni,2020,Isabela,PH023100000,Violent typhoon,5,0,365099,372950,0.2136,0.0305,0.0,146,0,0,0
Goni,2020,Kalinga,PH143200000,Violent typhoon,5,0,41990,42115,0.3816,0.3494,0.0,8,0,0,0
Goni,2020,Laguna,PH043400000,Violent typhoon,5,240,731892,765513,0.1165,0.0428,0.8875,33630,0,213,27
Goni,2020,Marinduque,PH174000000,Violent typhoon,5,802,54341,54508,0.3564,0.0763,0.884,32343,0,709,93
Goni,2020,Masbate,PH054100000,Violent typhoon,5,2,187299,188013,0.6686,0.1199,1.0,41407,0,2,0
Goni,2020,Metro Manila,PH137600000,Violent typhoon,5,0,2558664,2660330,0.1101,0.0268,0.0,20446,0,0,0
Goni,2020,Mountain Province,PH144400000,Violent typhoon,5,0,34857,35038,0.2662,0.79,0.0,10,0,0,0
Goni,2020,Northern Samar,PH084800000,Violent typhoon,5,0,124909,126619,0.6455,0.1373,0.0,200,0,0,0
Goni,2020,Nueva Ecija,PH034900000,Violent typhoon,5,0,488461,496977,0.1968,0.0238,0.0,8453,0,0,0
Goni,2020,Nueva Vizcaya,PH025000000,Violent typhoon,5,0,108828,111340,0.3194,0.2707,0.0,451,0,0,0
Goni,2020,Occidental Mindoro,PH175100000,Violent typhoon,5,0,110275,111714,0.4695,0.0883,0.0,35879,0,0,0
Goni,2020,Oriental Mindoro,PH175200000,Violent typhoon,5,2,188988,190763,0.4002,0.1714,1.0,35545,0,2,0
Goni,2020,Palawan,PH175300000,Violent typhoon,5,0,255726,257321,0.6892,0.0904,0.0,1728,0,0,0
Goni,2020,Pampanga,PH035400000,Violent typhoon,5,0,561214,575301,0.0811,0.0175,0.0,174959,0,0,0
Goni,2020,Quezon,PH045600000,Violent typhoon,5,18314,475649,485673,0.3965,0.1048,0.9221,354852,0,16887,1427
Goni,2020,Quirino,PH025700000,Violent typhoon,5,0,43161,43506,0.344,0.1835,0.0,264,0,0,0
Goni,2020,Rizal,PH045800000,Violent typhoon,5,0,639940,652578,0.1486,0.052,0.0,12517,0,0,0
Goni,2020,Romblon,PH175900000,Violent typhoon,5,0,67971,68362,0.4938,0.1383,0.0,13351,0,0,0
Goni,2020,Sorsogon,PH056200000,Violent typhoon,5,8236,166106,166842,0.5304,0.1066,0.9457,160160,0,7789,447
Goni,2020,Tarlac,PH036900000,Violent typhoon,5,0,306044,311994,0.1496,0.0144,0.0,11413,0,0,0
Goni,2020,Zambales,PH037100000,Violent typhoon,5,0,195109,198666,0.1688,0.0601,0.0,2520,0,0,0
Krovanh,2020,Agusan del Norte,PH160200000,Tropical storm,1,0,151197,153815,0.6199,0.1163,0.0,6775,0,0,0
Krovanh,2020,Agusan del Sur,PH160300000,Tropical storm,1,338,151934,153653,0.7653,0.2844,0.0,82694,0,0,338
Krovanh,2020,Bohol,PH071200000,Tropical storm,1,0,286768,288515,0.4281,0.0975,0.0,60,0,0,0
Krovanh,2020,Cebu,PH072200000,Tropical storm,1,95,1058512,1077180,0.395,0.0779,0.3684,1900,0,35,60
Krovanh,2020,Davao Oriental,PH112500000,Tropical storm,1,0,126969,128558,0.6659,0.1668,0.0,20,0,0,0
Krovanh,2020,Davao de Oro,PH118200000,Tropical storm,1,1,167532,169441,0.5769,0.1876,1.0,1268,0,1,0
Krovanh,2020,Davao del Norte,PH112300000,Tropical storm,1,0,230520,233232,0.4832,0.3523,0.0,1530,0,0,0
Krovanh,2020,Dinagat Islands,PH168500000,Tropical storm,1,2,27902,28557,0.5835,0.094,0.0,10,0,0,2
Krovanh,2020,Leyte,PH083700000,Tropical storm,1,0,451667,455889,0.5322,0.0808,0.0,38,0,0,0
Krovanh,2020,Negros Oriental,PH074600000,Tropical storm,1,7,307894,310626,0.6078,0.1506,0.1429,638,0,1,6
Krovanh,2020,Surigao del Norte,PH166700000,Tropical storm,1,0,106660,108814,0.4934,0.0773,0.0,2232,0,0,0
Krovanh,2020,Surigao del Sur,PH166800000,Tropical storm,1,611,127802,129159,0.7409,0.1667,0.8838,78784,0,540,71
Molave,2020,Aklan,PH060400000,Very strong typhoon,4,0,132784,133679,0.4936,0.0925,0.0,0,0,0,0
Molave,2020,Albay,PH050500000,Very strong typhoon,4,12572,275601,277091,0.3791,0.0926,0.9513,19237,0,11960,612
Molave,2020,Antique,PH060600000,Very strong typhoon,4,59,128753,129771,0.5388,0.1886,0.9153,5022,0,54,5
Molave,2020,Apayao,PH148100000,Very strong typhoon,4,0,25418,25560,0.4634,0.2828,0.0,0,0,0,0
Molave,2020,Aurora,PH037700000,Very strong typhoon,4,0,49066,49410,0.4004,0.0823,0.0,218,0,0,0
Molave,2020,Batangas,PH041000000,Very strong typhoon,4,2561,597758,613825,0.1329,0.0416,0.9137,30319,0,2340,221
Molave,2020,Biliran,PH087800000,Very strong typhoon,4,2,38105,38518,0.4685,0.0367,0.0,399,0,0,2
Molave,2020,Bulacan,PH031400000,Very strong typhoon,4,0,741737,760964,0.0931,0.0168,0.0,117287,0,0,0
Molave,2020,Camarines Norte,PH051600000,Very strong typhoon,4,9,128679,129994,0.4591,0.1341,1.0,4218,0,9,0
Molave,2020,Camarines Sur,PH051700000,Very strong typhoon,4,9620,396642,400615,0.478,0.102,0.9517,78489,0,9155,465
Molave,2020,Capiz,PH061900000,Very strong typhoon,4,0,178303,179983,0.5324,0.1154,0.0,15,0,0,0
Molave,2020,Catanduanes,PH052000000,Very strong typhoon,4,1406,53482,53814,0.4668,0.0861,0.8265,55428,0,1162,244
Molave,2020,Cavite,PH042100000,Very strong typhoon,4,13,851871,877743,0.1109,0.0265,0.4615,631,0,6,7
Molave,2020,Iloilo,PH063000000,Very strong typhoon,4,30,524258,530649,0.503,0.1004,0.7667,18323,0,23,7
Molave,2020,Laguna,PH043400000,Very strong typhoon,4,17,731892,765513,0.1165,0.0428,1.0,5374,0,17,0
Molave,2020,Marinduque,PH174000000,Very strong typhoon,4,14141,54341,54508,0.3564,0.0763,0.9468,68971,0,13388,753
Molave,2020,Masbate,PH054100000,Very strong typhoon,4,1701,187299,188013,0.6686,0.1199,0.8895,17142,0,1513,188
Molave,2020,Metro Manila,PH137600000,Very strong typhoon,4,0,2558664,2660330,0.1101,0.0268,0.0,0,0,0,0
Molave,2020,Negros Occidental,PH064500000,Very strong typhoon,4,45,690110,701650,0.5036,0.1468,0.9333,2222,0,42,3
Molave,2020,Negros Oriental,PH074600000,Very strong typhoon,4,7,307894,310626,0.6078,0.1506,0.1429,5102,0,1,6
Molave,2020,Nueva Ecija,PH034900000,Very strong typhoon,4,0,488461,496977,0.1968,0.0238,0.0,5660,0,0,0
Molave,2020,Occidental Mindoro,PH175100000,Very strong typhoon,4,7516,110275,111714,0.4695,0.0883,0.7751,38472,0,5826,1690
Molave,2020,Oriental Mindoro,PH175200000,Very strong typhoon,4,37653,188988,190763,0.4002,0.1714,0.8844,146202,0,33299,4354
Molave,2020,Palawan,PH175300000,Very strong typhoon,4,0,255726,257321,0.6892,0.0904,0.0,656,0,0,0
Molave,2020,Pampanga,PH035400000,Very strong typhoon,4,0,561214,575301,0.0811,0.0175,0.0,154463,0,0,0
Molave,2020,Quezon,PH045600000,Very strong typhoon,4,5755,475649,485673,0.3965,0.1048,0.9018,69166,0,5190,565
Molave,2020,Rizal,PH045800000,Very strong typhoon,4,0,639940,652578,0.1486,0.052,0.0,55,0,0,0
Molave,2020,Romblon,PH175900000,Very strong typhoon,4,441,67971,68362,0.4938,0.1383,0.9615,5338,0,424,17
Molave,2020,Samar,PH086000000,Very strong typhoon,4,0,162886,165264,0.6584,0.116,0.0,0,0,0,0
Molave,2020,Sorsogon,PH056200000,Very strong typhoon,4,333,166106,166842,0.5304,0.1066,0.976,37315,0,325,8
Molave,2020,Tarlac,PH036900000,Very strong typhoon,4,0,306044,311994,0.1496,0.0144,0.0,2651,0,0,0
Molave,2020,Zambales,PH037100000,Very strong typhoon,4,0,195109,198666,0.1688,0.0601,0.0,0,0,0,0
Ofel,2020,Camarines Norte,PH051600000,Tropical depression,0,0,128679,129994,0.4591,0.1341,0.0,238,0,0,0
Ofel,2020,Camarines Sur,PH051700000,Tropical depression,0,0,396642,400615,0.478,0.102,0.0,522,0,0,0
Ofel,2020,Cebu,PH072200000,Tropical depression,0,7,1058512,1077180,0.395,0.0779,0.0,20330,0,0,7
Ofel,2020,Laguna,PH043400000,Tropical depression,0,0,731892,765513,0.1165,0.0428,0.0,651,0,0,0
Ofel,2020,Quezon,PH045600000,Tropical depression,0,0,475649,485673,0.3965,0.1048,0.0,4944,0,0,0
Saudel,2020,Aurora,PH037700000,Strong typhoon,3,0,49066,49410,0.4004,0.0823,0.0,1154,0,0,0
Saudel,2020,Benguet,PH141100000,Strong typhoon,3,1,193848,196825,0.0649,0.2411,1.0,3,0,1,0
Saudel,2020,Bulacan,PH031400000,Strong typhoon,3,0,741737,760964,0.0931,0.0168,0.0,23935,0,0,0
Saudel,2020,Cagayan,PH021500000,Strong typhoon,3,0,267472,271967,0.2809,0.0237,0.0,95,0,0,0
Saudel,2020,Isabela,PH023100000,Strong typhoon,3,0,365099,372950,0.2136,0.0305,0.0,1999,0,0,0
Saudel,2020,Laguna,PH043400000,Strong typhoon,3,0,731892,765513,0.1165,0.0428,0.0,9,0,0,0
Saudel,2020,Nueva Ecija,PH034900000,Strong typhoon,3,0,488461,496977,0.1968,0.0238,0.0,1533,0,0,0
Saudel,2020,Nueva Vizcaya,PH025000000,Strong typhoon,3,0,108828,111340,0.3194,0.2707,0.0,28,0,0,0
Saudel,2020,Pampanga,PH035400000,Strong typhoon,3,0,561214,575301,0.0811,0.0175,0.0,68467,0,0,0
Saudel,2020,Quezon,PH045600000,Strong typhoon,3,8,475649,485673,0.3965,0.1048,0.5,26396,0,4,4
Saudel,2020,Quirino,PH025700000,Strong typhoon,3,0,43161,43506,0.344,0.1835,0.0,141,0,0,0
Vamco,2020,Abra,PH140100000,Very strong typhoon,4,11,51593,52929,0.2792,0.338,1.0,416,1,11,0
Vamco,2020,Albay,PH050500000,Very strong typhoon,4,842,275601,277091,0.3791,0.0926,0.8979,217807,0,756,86
Vamco,2020,Apayao,PH148100000,Very strong typhoon,4,0,25418,25560,0.4634,0.2828,0.0,0,0,0,0
Vamco,2020,Aurora,PH037700000,Very strong typhoon,4,5941,49066,49410,0.4004,0.0823,0.9126,58609,0,5422,519
Vamco,2020,Bataan,PH030800000,Very strong typhoon,4,180,170152,173212,0.1275,0.0695,0.9167,12295,0,165,15
Vamco,2020,Batangas,PH041000000,Very strong typhoon,4,199,597758,613825,0.1329,0.0416,0.9648,13719,0,192,7
Vamco,2020,Benguet,PH141100000,Very strong typhoon,4,367,193848,196825,0.0649,0.2411,0.9428,1546,1,346,21
Vamco,2020,Bulacan,PH031400000,Very strong typhoon,4,32789,741737,760964,0.0931,0.0168,0.8831,1532103,3,28955,3834
Vamco,2020,Cagayan,PH021500000,Very strong typhoon,4,647,267472,271967,0.2809,0.0237,0.7342,464336,10,475,172
Vamco,2020,Camarines Norte,PH051600000,Very strong typhoon,4,33393,128679,129994,0.4591,0.1341,0.8663,298165,0,28930,4463
Vamco,2020,Camarines Sur,PH051700000,Very strong typhoon,4,60146,396642,400615,0.478,0.102,0.842,555339,0,50641,9505
Vamco,2020,Catanduanes,PH052000000,Very strong typhoon,4,0,53482,53814,0.4668,0.0861,0.0,9115,0,0,0
Vamco,2020,Cavite,PH042100000,Very strong typhoon,4,0,851871,877743,0.1109,0.0265,0.0,14881,3,0,0
Vamco,2020,Ifugao,PH142700000,Very strong typhoon,4,323,43217,43281,0.4509,0.374,0.9102,3440,12,294,29
Vamco,2020,Ilocos Norte,PH012800000,Very strong typhoon,4,11,131413,139336,0.1246,0.0415,1.0,5659,0,11,0
Vamco,2020,Isabela,PH023100000,Very strong typhoon,4,234,365099,372950,0.2136,0.0305,0.7094,426282,4,166,68
Vamco,2020,Kalinga,PH143200000,Very strong typhoon,4,111,41990,42115,0.3816,0.3494,0.991,1015,0,110,1
Vamco,2020,La Union,PH013300000,Very strong typhoon,4,11,174096,180675,0.1948,0.1305,0.9091,61,0,10,1
Vamco,2020,Laguna,PH043400000,Very strong typhoon,4,1740,731892,765513,0.1165,0.0428,0.881,50411,0,1533,207
Vamco,2020,Masbate,PH054100000,Very strong typhoon,4,85,187299,188013,0.6686,0.1199,0.4588,27390,0,39,46
Vamco,2020,Metro Manila,PH137600000,Very strong typhoon,4,31,2558664,2660330,0.1101,0.0268,0.0,54195,0,0,31
Vamco,2020,Mountain Province,PH144400000,Very strong typhoon,4,104,34857,35038,0.2662,0.79,1.0,615,0,104,0
Vamco,2020,Nueva Ecija,PH034900000,Very strong typhoon,4,20392,488461,496977,0.1968,0.0238,0.9102,295763,1,18560,1832
Vamco,2020,Nueva Vizcaya,PH025000000,Very strong typhoon,4,498,108828,111340,0.3194,0.2707,0.9458,15585,3,471,27
Vamco,2020,Occidental Mindoro,PH175100000,Very strong typhoon,4,0,110275,111714,0.4695,0.0883,0.0,4599,0,0,0
Vamco,2020,Oriental Mindoro,PH175200000,Very strong typhoon,4,0,188988,190763,0.4002,0.1714,0.0,3792,0,0,0
Vamco,2020,Pampanga,PH035400000,Very strong typhoon,4,11730,561214,575301,0.0811,0.0175,0.941,386929,1,11038,692
Vamco,2020,Pangasinan,PH015500000,Very strong typhoon,4,2934,654240,674575,0.244,0.0196,0.9598,101898,2,2816,118
Vamco,2020,Quezon,PH045600000,Very strong typhoon,4,22896,475649,485673,0.3965,0.1048,0.8987,308061,0,20577,2319
Vamco,2020,Quirino,PH025700000,Very strong typhoon,4,121,43161,43506,0.344,0.1835,0.1157,7072,3,14,107
Vamco,2020,Rizal,PH045800000,Very strong typhoon,4,5275,639940,652578,0.1486,0.052,0.6718,243885,6,3544,1731
Vamco,2020,Romblon,PH175900000,Very strong typhoon,4,0,67971,68362,0.4938,0.1383,0.0,292,0,0,0
Vamco,2020,Sorsogon,PH056200000,Very strong typhoon,4,30,166106,166842,0.5304,0.1066,0.9333,30505,0,28,2
Vamco,2020,Tarlac,PH036900000,Very strong typhoon,4,7688,306044,311994,0.1496,0.0144,0.9134,34973,0,7022,666
Vamco,2020,Zambales,PH037100000,Very strong typhoon,4,441,195109,198666,0.1688,0.0601,0.9751,4071,1,430,11
Vongfong,2020,Aurora,PH037700000,Very strong typhoon,4,0,49066,49410,0.4004,0.0823,0.0,3364,0,0,0
Vongfong,2020,Benguet,PH141100000,Very strong typhoon,4,0,193848,196825,0.0649,0.2411,0.0,132,0,0,0
Vongfong,2020,Bulacan,PH031400000,Very strong typhoon,4,6,741737,760964,0.0931,0.0168,0.3333,141,0,2,4
Vongfong,2020,Eastern Samar,PH082600000,Very strong typhoon,4,14061,105653,106292,0.6288,0.1017,0.7891,166473,0,11095,2966
Vongfong,2020,Ifugao,PH142700000,Very strong typhoon,4,0,43217,43281,0.4509,0.374,0.0,11,0,0,0
Vongfong,2020,Ilocos Norte,PH012800000,Very strong typhoon,4,0,131413,139336,0.1246,0.0415,0.0,6,0,0,0
Vongfong,2020,Northern Samar,PH084800000,Very strong typhoon,4,41831,124909,126619,0.6455,0.1373,0.8886,402481,0,37169,4662
Vongfong,2020,Nueva Vizcaya,PH025000000,Very strong typhoon,4,0,108828,111340,0.3194,0.2707,0.0,102,0,0,0
Vongfong,2020,Samar,PH086000000,Very strong typhoon,4,1371,162886,165264,0.6584,0.116,0.9869,5861,0,1353,18
